"","X","eeg_nr","hersteller","typ","leistung_m","indatum_m","gem_m","b_wgs84","l_wgs84","nabe","rotor","gem_s","plz","ort","strasse","leistung_s","indatum_s","menge_kwh","lk_nr","lk_name","vg_nr","vg_name","lk_volllast","Ertrag2019_MWh","ErtragRepowert","Ertragssteigerung","Emissionsminderung"
"1030",1030,"E31238010000000000000055084518905","ENERCON GmbH","E82",2300,"27.07.2012",7232223,50.217692,6.508723,84,82,723206226,54595,"Weinsheim","Weinsheim Flur 10 Pz. 50/20 neben K179  / 2","2300",2012-07-27,3910350,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,3910,6375,163,962.336
"1031",1031,"E31238010000000000000055549227987","Nordex SE","S-77",1500,"11.05.2005",7232302,50.318722,6.412223,85,77,723206302,54597,"Roth","Flur 8 / 30/1","1500",2005-05-11,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1032",1032,"E31238010000000000000055549250890","Nordex SE","S-77",1500,"11.05.2005",7232302,50.320529,6.417279,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 26/1","1500",2005-05-11,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1033",1033,"E31238010000000000000055549250891","Nordex SE","S-77",1500,"26.05.2005",7232302,50.321589,6.397124,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 37","1500",2005-05-26,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1034",1034,"E31238010000000000000055549250892","Nordex SE","S-77",1500,"01.06.2005",7232302,50.320783,6.393495,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 33","1500",2005-06-01,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1035",1035,"E31238010000000000000055549250893","Nordex SE","S-70",1500,"02.06.2005",7233232,50.33411,6.463257,65,79,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 62","1500",2005-06-02,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1036",1036,"E31238010000000000000055549250894","Nordex SE","S-77",1500,"02.06.2005",7232302,50.320319,6.389756,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 15","1500",2005-06-02,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1037",1037,"E31238010000000000000055549250895","Nordex SE","S-77",1500,"09.06.2005",7232302,50.321655,6.382592,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 9","1500",2005-06-09,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1038",1038,"E31238010000000000000055549250896","Nordex SE","S-70",1500,"11.06.2005",7233232,50.336675,6.466976,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 47","1500",2005-06-11,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1039",1039,"E31238010000000000000055549250897","Nordex SE","S-70",1500,"16.06.2005",7233232,50.338326,6.465573,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 32/3","1500",2005-06-16,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1040",1040,"E31238010000000000000055549250898","Nordex SE","S-70",1500,"23.06.2005",7233232,50.339966,6.462373,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 6/2","1500",2005-06-23,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1041",1041,"E31238010000000000000055549250899","Nordex SE","S-70",1500,"23.06.2005",7233232,50.340322,6.46548,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 7/2","1500",2005-06-23,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1042",1042,"E31238010000000000000055549250900","Nordex SE","S-70",1500,"28.06.2005",7233232,50.336228,6.464064,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 44","1500",2005-06-28,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1043",1043,"E31238010000000000000055549250901","Nordex SE","S-70",1500,"29.06.2005",7233232,50.342373,6.467341,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 12 & 13","1500",2005-06-29,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1044",1044,"E31238010000000000000055549250903","Nordex SE","S-70",1500,"30.06.2005",7233232,50.338493,6.468679,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 30","1500",2005-06-30,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1045",1045,"E31238010000000000000055549250904","Nordex SE","S-70",1500,"06.07.2005",7233232,50.34082,6.469039,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z / 7/2   17/2","1500",2005-07-06,1968466,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,1968,6375,324,1720.4928
"1046",1046,"E31238010000000000000055549250905","ENERCON GmbH","E-70",2000,"19.12.2006",7232302,50.310779,6.365265,114,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z","2000",2006-12-19,3062834,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,3063,6375,208,1293.0048
"1047",1047,"E31238010000000000000055549250907","ENERCON GmbH","E-70",2000,"29.12.2006",7232302,50.310147,6.369191,65,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z","2000",2006-12-29,2550837,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2551,6375,250,1492.8896
"1048",1048,"E31238010000000000000055549250908","ENERCON GmbH","E-70",2000,"21.12.2006",7232302,50.311932,6.361652,114,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z","2000",2006-12-21,3062834,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,3063,6375,208,1293.0048
"1049",1049,"E31238010000000000000055549250909","ENERCON GmbH","E-70",2000,"27.12.2006",7232302,50.309119,6.361574,114,70,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z","2000",2006-12-27,3062834,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,3063,6375,208,1293.0048
"1050",1050,"E31238010000000000000055549250910","Nordex SE","S-77",1500,"18.02.2007",7232302,50.316179,6.411044,100,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z","1500",2007-02-18,2501972,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2502,6375,255,1512.0192
"1051",1051,"E31238010000000000000055549250911","Nordex SE","S-77",1500,"10.10.2007",7232302,50.319867,6.384978,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z","1500",2007-10-10,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1052",1052,"E31238010000000000000055549250913","Nordex SE","S-77",1500,"11.10.2007",7232302,50.322062,6.400723,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z","1500",2007-10-11,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1053",1053,"E31238010000000000000055549250914","Nordex SE","S-77",1500,"17.10.2007",7232302,50.308273,6.364768,85,77,723206302,54597,"Roth","ZZ ohne postalische Zuordnung 901Z","1500",2007-10-17,2385455,"7232","Eifelkreis Bitburg-Prüm","723206","Prüm",1875,2385,6375,267,1557.696
"1054",1054,"E31238010000000000000056095100950","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"21.12.2005",7232247,50.16083,6.232942,90,82,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2005-12-21,2443568,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2444,6375,261,1534.6624
"1055",1055,"E31238010000000000000056095101562","Siemens Wind Power GmbH & Co. KG","SWT 1.3",1300,"08.12.2005",7232247,50.160005,6.245029,90,62,723201221,54597,"Euscheid","Dorfstr. 900Z","1300",2005-12-08,1426133,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,1426,6375,447,1932.0896
"1056",1056,"E31238010000000000000056095101563","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"18.12.2005",7232247,50.164059,6.231964,90,82,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2005-12-18,2443568,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2444,6375,261,1534.6624
"1057",1057,"E31238010000000000000056095150931","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"28.12.2005",7232247,50.163719,6.235909,90,82,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2005-12-28,2443568,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2444,6375,261,1534.6624
"1058",1058,"E31238010000000000000056095150932","Siemens Wind Power GmbH & Co. KG","SWT 1.3",1300,"30.12.2005",7232247,50.163753,6.241298,90,62,723201221,54597,"Euscheid","Dorfstr. 900Z","1300",2005-12-30,1426133,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,1426,6375,447,1932.0896
"1059",1059,"E31238010000000000000056095150933","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"31.12.2005",7232229,50.186032,6.213196,93,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2005-12-31,2914676,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2915,6375,219,1350.784
"1060",1060,"E31238010000000000000056095150935","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"02.02.2006",7232229,50.18916,6.22283,93,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-02-02,2914676,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2915,6375,219,1350.784
"1061",1061,"E31238010000000000000056095150936","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"02.02.2006",7232229,50.189522,6.216825,93,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-02-02,2914676,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2915,6375,219,1350.784
"1062",1062,"E31238010000000000000056095150937","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"06.02.2006",7232229,50.191905,6.221429,93,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-02-06,2914676,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2915,6375,219,1350.784
"1063",1063,"E31238010000000000000056095150938","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"06.02.2006",7232229,50.188471,6.211387,93,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-02-06,2914676,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2915,6375,219,1350.784
"1064",1064,"E31238010000000000000056095150939","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"10.02.2006",7232231,50.188151,6.246112,103,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-02-10,3003139,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,3003,6375,212,1316.4288
"1065",1065,"E31238010000000000000056095150940","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"12.02.2006",7232333,50.147652,6.261643,103,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-02-12,3003139,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,3003,6375,212,1316.4288
"1066",1066,"E31238010000000000000056095150941","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"02.02.2006",7232229,50.171237,6.239236,90,82,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-02-02,2443568,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,2444,6375,261,1534.6624
"1067",1067,"E31238010000000000000056095150942","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"04.11.2006",7232231,50.185319,6.246181,103,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-11-04,3003136,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,3003,6375,212,1316.4288
"1068",1068,"E31238010000000000000056095150943","Siemens Wind Power GmbH & Co. KG","SWT 2.3",2300,"08.12.2006",7232231,50.190455,6.249162,103,93,723201221,54597,"Euscheid","Dorfstr. 900Z","2300",2006-12-08,3003136,"7232","Eifelkreis Bitburg-Prüm","723201","Arzfeld",1875,3003,6375,212,1316.4288
"1069",1069,"E31238010000000000000057584501030",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301046,54558,"Mückeln","An der K 25 / 15","1000",2004-09-09,1659281,"7233","Vulkaneifel","723301","Daun",2825,1659,9605,579,3102.1184
"1070",1070,"E31238010000000000000059508601130","GE Wind Energy GmbH","GE1.5sl",1500,"22.12.2004",7235062,49.570858,6.477665,85,77,723508062,54441,"Kirf","Ägidiusstraße 900Z / 2","1500",2004-12-22,3032203,"7235","Trier-Saarburg","723508","Saarburg-Kell",2675,3032,9095,300,2366.9952
"1071",1071,"E31238010000000000000060000801065",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 2/1 8/1","2000",2004-12-17,2871295,"7233","Vulkaneifel","723301","Daun",2825,2871,9605,335,2628.9536
"1072",1072,"E31238010000000000000060000813188",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 2/1 8/1,22","2000",2004-12-21,2871295,"7233","Vulkaneifel","723301","Daun",2825,2871,9605,335,2628.9536
"1073",1073,"E31238010000000000000060000813189",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 1/1","2000",2004-12-28,2871295,"7233","Vulkaneifel","723301","Daun",2825,2871,9605,335,2628.9536
"1074",1074,"E31238010000000000000060002101148",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 1/1","2000",2004-12-16,2834883,"7233","Vulkaneifel","723301","Daun",2825,2835,9605,339,2643.008
"1075",1075,"E31238010000000000000060002113190",NA,NA,NA,NA,NA,NA,NA,NA,NA,723301061,54552,"Sarmersbach","Konrad-Zuse-Str. 900Z / 1/1","2000",2004-12-30,2834883,"7233","Vulkaneifel","723301","Daun",2825,2835,9605,339,2643.008
"1076",1076,"E31238010000000000000060028100621",NA,NA,NA,NA,NA,NA,NA,NA,NA,723208502,54646,"Hisel","An der B 50 / 29","600",2005-01-25,832779,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,833,6375,765,2163.5968
"1077",1077,"E31238010000000000000060638000677","Vestas Deutschland GmbH","V80",2000,"05.03.2005",7232048,50.051398,6.474987,100,85,723208048,54636,"Heilenbach","Mötsche Str. 42Z / 53","2000",2005-03-05,2166963,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,2167,6375,294,1642.8032
"1078",1078,"E31238010000000000000060638009839","Vestas Deutschland GmbH","V80",2000,"01.03.2005",7232048,50.053553,6.473757,100,85,723208048,54636,"Heilenbach","Mötsche Str. 42Z / 21","2000",2005-03-01,1697045,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,1697,6375,376,1826.2912
"1079",1079,"E31238010000000000000060638014133","Vestas Deutschland GmbH","V80",2000,"03.02.2005",7232048,50.054268,6.46739,100,85,723208048,54636,"Heilenbach","Mötsche Str. 42Z / 9","2000",2005-02-03,1511661,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,1512,6375,422,1898.5152
"1080",1080,"E31238010000000000000060638018544","Vestas Deutschland GmbH","V80",2000,"31.12.2004",7232048,50.057373,6.46837,100,85,723208048,54636,"Heilenbach","Mötsche Str. 42Z / 18","2000",2004-12-31,2051869,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,2052,6375,311,1687.6992
"1081",1081,"E31238010000000000000060638018545","Vestas Deutschland GmbH","V80",2000,"26.01.2005",7232048,50.055874,6.472498,100,85,723208048,54636,"Heilenbach","Mötsche Str. 42Z / 16","2000",2005-01-26,1783304,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,1783,6375,358,1792.7168
"1082",1082,"E31238010000000000000060638018546","Vestas Deutschland GmbH","V80",2000,"31.12.2004",7232048,50.060706,6.469544,100,85,723208048,54636,"Heilenbach","Mötsche Str. 42Z / 39","2000",2004-12-31,2162913,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,2163,6375,295,1644.3648
"1083",1083,"E31238010000000000000060638018548","Vestas Deutschland GmbH","V80",2000,"31.12.2004",7232048,50.064227,6.474845,100,80,723208048,54636,"Heilenbach","Mötsche Str. 42Z / 35","2000",2004-12-31,1834775,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,1835,6375,347,1772.416
"1084",1084,"E31238010000000000000060638034140",NA,NA,NA,NA,NA,NA,NA,NA,NA,723208048,54636,"Heilenbach","Mötsche Str. 42Z / 58/3","1500",2006-12-29,1654901,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,1655,6375,385,1842.688
"1085",1085,"E31238010000000000000060638034141",NA,NA,NA,NA,NA,NA,NA,NA,NA,723208118,54636,"Schleid",NA,"1500",2006-11-15,1670838,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,1671,6375,382,1836.4416
"1086",1086,"E31238010000000000000063819801659","ENERCON GmbH","E-66/18.70",2000,"27.06.2005",7135088,50.033917,7.277394,114.09,70,713505088,56865,"Walhausen","Hauptstr. 901Z / 15","2000",2005-06-14,3007366,"7135","Cochem-Zell","713505","Zell (Mosel)",2275,3007,7735,257,1845.8112
"1087",1087,"E31238010000000000000063819801660",NA,NA,NA,NA,NA,NA,NA,NA,NA,713505088,56865,"Walhausen","Hauptstr. 901Z / 5/2","2000",2005-06-22,3007366,"7135","Cochem-Zell","713505","Zell (Mosel)",2275,3007,7735,257,1845.8112
"1088",1088,"E31238010000000000000063819816953",NA,NA,NA,NA,NA,NA,NA,NA,NA,713505088,56865,"Walhausen","Hauptstr. 901Z / 2","2000",2005-06-27,3007366,"7135","Cochem-Zell","713505","Zell (Mosel)",2275,3007,7735,257,1845.8112
"1089",1089,"E31238010000000000000066298909657","Nordex Energy GmbH","N 90",2300,"10.09.2005",7231122,49.770278,6.952778,100,90,723106123,54424,"Thalfang","Hauptstr. 901Z / 2","2300",2005-09-10,3637699,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,3638,8670,238,1964.4928
"1090",1090,"E31238010000000000000066298917530","Nordex Energy GmbH","N 90",2300,"23.09.2005",7231122,49.768056,6.954722,100,90,723106123,54424,"Thalfang","Hauptstr. 901Z / 2","2300",2005-09-23,3637699,"7231","Bernkastel-Wittlich","723106","Thalfang am Erbeskopf",2550,3638,8670,238,1964.4928
"1091",1091,"E31238010000000000000067358518954","ENERCON GmbH","E-40/6.44",600,"20.09.2005",7232021,49.96434,6.366736,65,44,723208502,54646,"Hisel","An der B 50 / 2/2","600",2005-09-20,714423,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,714,6375,893,2210.0544
"1092",1092,"E31238010000000000000067358518955","ENERCON GmbH","E-40/6.44",600,"29.09.2005",7232021,49.96553,6.369426,65,44,723208502,54646,"Hisel","An der B 50 / 7","600",2005-09-29,714423,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,714,6375,893,2210.0544
"1093",1093,"E31238010000000000000067358518956","ENERCON GmbH","E-40/6.44",600,"21.09.2005",7232021,49.961709,6.363417,65,44,723208502,54646,"Brimingen","An der B 50","600",2005-09-21,714423,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,714,6375,893,2210.0544
"1094",1094,"E31238010000000000000067358518958","ENERCON GmbH","E-40/6.44",600,"15.09.2005",7232021,49.963365,6.36201,65,44,723208502,54646,"Brimingen","An der B 50 / 38","600",2005-09-15,714423,"7232","Eifelkreis Bitburg-Prüm","723208","Bitburger Land",1875,714,6375,893,2210.0544
"1095",1095,"E31238010000000000000069321501133","Nordex SE","S77",1500,"01.03.2006",7235062,49.56789,6.476463,85,77,723508062,54441,"Kirf","Auf dem Härtchen  / 11 / 12","1500",2006-02-25,2564374,"7235","Trier-Saarburg","723508","Saarburg-Kell",2675,2564,9095,355,2549.7024
"1096",1096,"E31238010000000000000069475809395","REpower Systems SE","MD77",1500,"02.12.2009",7232077,49.878675,6.522047,NA,77,723507501,54298,"Welschbillig","An der K 25 / 72","1500",2005-12-31,2080735,"7235","Trier-Saarburg","723507","Trier-Land",2675,2081,9095,437,2738.2656
"1097",1097,"E31238010000000000000069475821478","REpower Systems SE","MD 77",1500,"29.12.2005",7232077,49.874112,6.510129,NA,77,723507501,54298,"Welschbillig","An der K 25 / 9","1500",2005-12-29,2294918,"7235","Trier-Saarburg","723507","Trier-Land",2675,2295,9095,396,2654.72
"1098",1098,"E31238010000000000000069475821480","REpower Systems SE","MD77",1500,"30.12.2005",7232065,49.866194,6.534683,NA,77,723507501,54298,"Welschbillig","An der K 25 / 5/4","1500",2005-12-30,2403350,"7235","Trier-Saarburg","723507","Trier-Land",2675,2403,9095,378,2612.5568
"1099",1099,"E31238010000000000000069475821494",NA,NA,1500,"17.07.2010",7232077,49.87663,6.511639,NA,NA,723507501,54298,"Welschbillig","An der K 25 / 9","1500",2009-12-02,2403350,"7235","Trier-Saarburg","723507","Trier-Land",2675,2403,9095,378,2612.5568
"1100",1100,"E31238010000000000000069475821495","REpower Systems SE","MD77",1500,"13.07.2010",7232077,49.878343,6.515727,NA,77,723507501,54298,"Welschbillig","An der K 25 / 51","1500",2009-12-09,2403350,"7235","Trier-Saarburg","723507","Trier-Land",2675,2403,9095,378,2612.5568
"1101",1101,"E31238010000000000000069475821496","REpower Systems SE","MM 82 Evolution",2000,"09.12.2009",7232065,49.862289,6.529467,NA,82,723507501,54298,"Welschbillig","An der K 25","2050",2010-07-17,2810640,"7235","Trier-Saarburg","723507","Trier-Land",2675,2811,9095,324,2453.2736
"1102",1102,"E31238010000000000000069475821497",NA,NA,NA,NA,NA,NA,NA,NA,NA,723507501,54298,"Welschbillig","An der K 25","2050",2010-07-13,2810640,"7235","Trier-Saarburg","723507","Trier-Land",2675,2811,9095,324,2453.2736
